contemplativo,1
contemplativamente,1
desconectado,1
desconectadamente,1
distraido,1
distraidamente,1
desidioso,1
desidiosamente,1
decaido,1
decaidamente,1
estable,1
establemente,1
pesaroso,1
pesarosamente,1
nostalgico,1
nostalgicamente,1
ensimismado,1
ensimismadamente,1
apatico,1
apaticamente,1
desinteresado,1
desinteresadamente,1
inutil,1
inutilmente,1
sentirse inutil,1
sin vitalidad,1
indefenso,1
sin humor,1
indiferente,1
indiferentemente,1
aislado,1
aisladamente,1
pesimista,1
sin proposito,1
retraido,1
retrasadamente,1
desanimado,2
desanimadamente,2
descorazonado,2
descorazonadamente,2
desconsolado,2
desconsoladamente,2
oprimido,2
oprimidamente,2
exhausto,2
desalentado,2
desilusionado,2
desilusion,2
desilusionadamente,2
afligido,2
afligidamente,2
melancolico,2
melancolia,2
melancolicamente,2
dolido,2
dolidamente,2
entristecido,2
entristecidamente,2
cansado del mundo,2
amargado,2
amargadamente,2
aplastado,2
consternado,2
consternadamente,2
desolado,2
desoladamente,2
desmoralizado,2
desmoralizadamente,2
desesperado,2
desesperadamente,2
extenuado,2
extenuadamente,2
vacio,2
fatalista,2
fatal,2
fatalmente,2
abatido,2
abatidamente,2
miserable,2
miserablemente,2
abrumado,2
abrumadamente,2
desapasionado,2
desapasionadamente,2
incapacidad de sentir placer,2
angustiado,3
angustiadamente,3
doliente,3
sombrio,3
sombriamente,3
deprimido,3
deprimidamente,3
sin esperanza,3
afectado,3
con el corazon roto,3
desesperanzado,3
desesperanzadamente,3
inconsolable,3
inconsolablemente,3
quebrado,3
triste,3
tristemente,3
buscando la muerte,3
devastado,3
devastadamente,3
condenado,3
condenadamente,3
insensible,3
insensiblemente,3
temerario,3
temerariamente,3
autodestructivo,3
autodestructivamente,3
suicida,3
suicidamente,3
atormentado,3
atormentadamente,3
torturado,3
torturadamente,3
